location_id,observation_datetime,observation_timezone,airtemp_degF,windspeed_avg_mph,winddgust_mph,rhavg_percent,precip_in
NCAT,2018-01-01 00:00:00,EST,22.28,6.2636,8.06662,29.6,0
NCAT,2018-01-01 01:00:00,EST,20.84,7.6058,6.84075,29.8,0
NCAT,2018-01-01 02:00:00,EST,19.4,6.9347,6.75127,34.3,0
NCAT,2018-01-01 03:00:00,EST,17.6,4.6977,5.52539,39.1,0
NCAT,2018-01-01 04:00:00,EST,16.52,6.0399,9.42672,42.4,0
NCAT,2018-01-01 05:00:00,EST,15.26,6.0399,6.75127,45.6,0
NCAT,2018-01-01 06:00:00,EST,14,3.5792,3.46288,48.1,0
NCAT,2018-01-01 07:00:00,EST,13.1,3.3555,3.02442,50.1,0
NCAT,2018-01-01 08:00:00,EST,12.74,3.5792,4.99746,53.2,0
NCAT,2018-01-01 09:00:00,EST,16.52,4.6977,7.10247,51.5,0
NCAT,2018-01-01 10:00:00,EST,19.4,7.3821,11.6637,42.5,0
NCAT,2018-01-01 11:00:00,EST,21.02,8.2769,11.355,34.8,0
NCAT,2018-01-01 12:00:00,EST,22.64,8.0532,10.6973,31.9,0
NCAT,2018-01-01 13:00:00,EST,24.26,8.2769,11.1358,29.9,0
NCAT,2018-01-01 14:00:00,EST,24.62,8.948,8.76904,27.5,0
NCAT,2018-01-01 15:00:00,EST,26.24,6.711,5.48065,28,0
NCAT,2018-01-01 16:00:00,EST,25.88,7.3821,11.2253,27.7,0
NCAT,2018-01-01 17:00:00,EST,23.54,8.0532,7.93688,29.5,0
NCAT,2018-01-01 18:00:00,EST,21.74,6.2636,6.79601,32,0
NCAT,2018-01-01 19:00:00,EST,20.84,4.6977,6.27031,35.1,0
NCAT,2018-01-01 20:00:00,EST,20.12,4.9214,9.07551,37,0
NCAT,2018-01-01 21:00:00,EST,19.04,6.4873,7.2792,39,0
NCAT,2018-01-01 22:00:00,EST,17.6,6.0399,9.95241,41.7,0
NCAT,2018-01-01 23:00:00,EST,16.34,5.3688,9.16275,44.1,0
NCAT,2018-01-02 00:00:00,EST,15.44,5.5925,6.75127,45.3,0
NCAT,2018-01-02 01:00:00,EST,14.54,5.3688,6.31281,47.4,0
NCAT,2018-01-02 02:00:00,EST,13.28,3.1318,4.16529,50,0
NCAT,2018-01-02 03:00:00,EST,12.38,3.1318,3.46288,51.6,0
NCAT,2018-01-02 04:00:00,EST,12.2,3.3555,4.60375,54,0
NCAT,2018-01-02 05:00:00,EST,12.02,3.1318,3.15641,52.9,0
NCAT,2018-01-02 06:00:00,EST,10.94,2.0133,1.88579,54,0
NCAT,2018-01-02 07:00:00,EST,8.42,2.0133,0,59.1,0
NCAT,2018-01-02 08:00:00,EST,10.22,0.6711,1.48984,63.4,0
NCAT,2018-01-02 09:00:00,EST,14.72,2.237,4.82297,58.7,0
NCAT,2018-01-02 10:00:00,EST,18.32,4.474,10.1291,42.3,0
NCAT,2018-01-02 11:00:00,EST,21.56,4.474,7.76015,36.1,0
NCAT,2018-01-02 12:00:00,EST,25.34,3.8029,6.00634,30.8,0
NCAT,2018-01-02 13:00:00,EST,26.6,3.5792,5.12944,26.3,0
NCAT,2018-01-02 14:00:00,EST,28.76,3.3555,2.98192,24.7,0
NCAT,2018-01-02 15:00:00,EST,29.66,2.6844,3.28839,23.6,0
NCAT,2018-01-02 16:00:00,EST,31.1,2.0133,0.702418,22.5,0
NCAT,2018-01-02 17:00:00,EST,28.58,1.7896,0.832164,22.7,0
NCAT,2018-01-02 18:00:00,EST,24.98,2.0133,1.62183,25.6,0
NCAT,2018-01-02 19:00:00,EST,23.54,1.1185,1.88579,28.2,0
NCAT,2018-01-02 20:00:00,EST,21.74,0.6711,1.75381,31.4,0
NCAT,2018-01-02 21:00:00,EST,16.16,0.6711,0,37.9,0
NCAT,2018-01-02 22:00:00,EST,15.44,0.6711,1.22811,44.4,0
NCAT,2018-01-02 23:00:00,EST,15.44,0.6711,0,51,0
NCAT,2018-01-03 00:00:00,EST,13.46,0.8948,0,55.1,0
NCAT,2018-01-03 01:00:00,EST,12.38,0.4474,0,64.8,0
NCAT,2018-01-03 02:00:00,EST,11.48,0.8948,1.66657,68.2,0
NCAT,2018-01-03 03:00:00,EST,11.66,0.6711,0.702418,71.1,0
NCAT,2018-01-03 04:00:00,EST,11.84,0.2237,0,70.7,0
NCAT,2018-01-03 05:00:00,EST,12.38,0.8948,0.570435,76.4,0
NCAT,2018-01-03 06:00:00,EST,13.46,0.4474,0,75.6,0
NCAT,2018-01-03 07:00:00,EST,13.64,0.6711,1.22811,76.3,0
NCAT,2018-01-03 08:00:00,EST,16.34,0.4474,1.00889,75.5,0
NCAT,2018-01-03 09:00:00,EST,20.12,0.8948,3.42037,73,0
NCAT,2018-01-03 10:00:00,EST,24.08,0.8948,0.702418,63.2,0
NCAT,2018-01-03 11:00:00,EST,26.96,1.5659,4.86771,49.9,0
NCAT,2018-01-03 12:00:00,EST,29.3,5.3688,8.54981,35.3,0
NCAT,2018-01-03 13:00:00,EST,29.66,3.3555,3.90133,28.5,0
NCAT,2018-01-03 14:00:00,EST,29.84,1.5659,3.24365,28.4,0
NCAT,2018-01-03 15:00:00,EST,29.66,4.0266,5.34867,28.1,0
NCAT,2018-01-03 16:00:00,EST,29.48,3.8029,6.35755,30.2,0
NCAT,2018-01-03 17:00:00,EST,28.94,3.5792,2.32424,30.4,0
NCAT,2018-01-03 18:00:00,EST,28.58,2.9081,3.46288,33.4,0
NCAT,2018-01-03 19:00:00,EST,23.18,5.3688,5.52539,63,0
NCAT,2018-01-03 20:00:00,EST,24.62,3.8029,6.79601,78.6,0
NCAT,2018-01-03 21:00:00,EST,26.24,3.5792,5.39341,62.8,0
NCAT,2018-01-03 22:00:00,EST,25.52,3.1318,5.0422,50.4,0
NCAT,2018-01-03 23:00:00,EST,24.26,3.3555,3.28839,42.1,0
NCAT,2018-01-04 00:00:00,EST,23.18,3.1318,2.84994,43.2,0
NCAT,2018-01-04 01:00:00,EST,22.46,3.8029,6.79601,46.3,0
NCAT,2018-01-04 02:00:00,EST,22.64,4.9214,3.15641,44.1,0
NCAT,2018-01-04 03:00:00,EST,23.72,4.6977,9.03301,43.4,0
NCAT,2018-01-04 04:00:00,EST,24.44,7.3821,9.77793,40.4,0
NCAT,2018-01-04 05:00:00,EST,24.08,6.2636,10.5676,40.8,0
NCAT,2018-01-04 06:00:00,EST,21.2,4.0266,2.237,43.2,0
NCAT,2018-01-04 07:00:00,EST,18.68,1.7896,5.26142,49.2,0
