location_id,observation_datetime,observation_timezone,airtemp_degF,windspeed_avg_mph,winddgust_mph,rhavg_percent,precip_in
BURN,2017-01-01 00:00:00,EST,36.32,3.1318,2.2795,63.4,0
BURN,2017-01-01 01:00:00,EST,37.04,1.5659,1.88579,63.9,0
BURN,2017-01-01 02:00:00,EST,35.78,1.7896,4.38452,72.9,0
BURN,2017-01-01 03:00:00,EST,35.96,1.1185,0,79.6,0
BURN,2017-01-01 04:00:00,EST,37.22,0.6711,1.57932,82.3,0
BURN,2017-01-01 05:00:00,EST,37.22,0,0,83.3,0
BURN,2017-01-01 06:00:00,EST,38.12,0,0,83.5,0
BURN,2017-01-01 07:00:00,EST,38.48,0,0,83.1,0
BURN,2017-01-01 08:00:00,EST,38.48,0,0,83.8,0
BURN,2017-01-01 09:00:00,EST,38.66,0.2237,0,86.7,0
BURN,2017-01-01 10:00:00,EST,40.82,0,0,89.7,0.01
BURN,2017-01-01 11:00:00,EST,43.7,0.6711,2.41149,89.2,0
BURN,2017-01-01 12:00:00,EST,45.5,1.3422,1.31536,88.5,0
BURN,2017-01-01 13:00:00,EST,47.48,0,0,90.5,0.02
BURN,2017-01-01 14:00:00,EST,50.36,2.4607,4.91021,90.4,0
BURN,2017-01-01 15:00:00,EST,51.44,2.9081,2.89468,84.3,0
BURN,2017-01-01 16:00:00,EST,50.9,2.9081,3.55236,83.4,0.01
BURN,2017-01-01 17:00:00,EST,50.9,3.3555,3.42037,83.6,0
BURN,2017-01-01 18:00:00,EST,48.92,2.6844,1.66657,84.7,0
BURN,2017-01-01 19:00:00,EST,47.84,4.0266,5.96384,87.5,0
BURN,2017-01-01 20:00:00,EST,47.12,5.3688,11.6637,88.1,0
BURN,2017-01-01 21:00:00,EST,45.5,9.3954,14.4242,87.6,0
BURN,2017-01-01 22:00:00,EST,44.06,7.8295,13.5048,89.4,0
BURN,2017-01-01 23:00:00,EST,44.06,8.5006,7.3217,89,0
