location_id,observation_datetime,observation_timezone,airtemp_degF,windspeed_avg_mph,winddgust_mph,rhavg_percent,precip_in
UNCA,2019-07-13 16:00:00,EST,73.688,0,0,86.5,0
UNCA,2019-07-13 17:00:00,EST,76.676,0,0,87.1,0
UNCA,2019-07-13 18:00:00,EST,75.704,0.6711,0,84.1,0
UNCA,2019-07-13 19:00:00,EST,74.246,0.2237,0,85.9,0
UNCA,2019-07-13 20:00:00,EST,73.22,0,1.02231,89.9,0
UNCA,2019-07-13 21:00:00,EST,72.176,0.6711,0,92.3,0
UNCA,2019-07-13 22:00:00,EST,71.69,0,0,93.7,0
UNCA,2019-07-13 23:00:00,EST,69.62,0.6711,2.48531,94,0.02
UNCA,2019-07-14 00:00:00,EST,67.856,0.2237,0,95.2,0
UNCA,2019-07-14 01:00:00,EST,67.244,0,0,95,0
UNCA,2019-07-14 02:00:00,EST,66.74,0,0,96.5,0
UNCA,2019-07-14 03:00:00,EST,66.074,0,0,96.8,0
UNCA,2019-07-14 04:00:00,EST,65.642,0,0,96.9,0
UNCA,2019-07-14 05:00:00,EST,65.408,0,0,96.9,0
UNCA,2019-07-14 06:00:00,EST,66.812,0,0,96.1,0
UNCA,2019-07-14 07:00:00,EST,69.44,0,0,94.5,0
UNCA,2019-07-14 08:00:00,EST,71.384,0.6711,4.45834,90.2,0
UNCA,2019-07-14 09:00:00,EST,72.68,2.6844,5.26142,86,0
UNCA,2019-07-14 10:00:00,EST,71.618,1.7896,0,84.9,0
UNCA,2019-07-14 11:00:00,EST,78.026,0.4474,10.3036,77.8,0
UNCA,2019-07-14 12:00:00,EST,77.414,2.4607,11.4736,71.3,0
UNCA,2019-07-14 13:00:00,EST,79.232,6.4873,5.26142,66.1,0
UNCA,2019-07-14 14:00:00,EST,81.482,7.1584,12.9343,61.5,0
UNCA,2019-07-14 15:00:00,EST,83.75,6.711,5.26142,60.8,0
UNCA,2019-07-14 16:00:00,EST,83.318,8.2769,6.06451,58.9,0
UNCA,2019-07-14 17:00:00,EST,82.094,7.1584,8.25677,60,0
UNCA,2019-07-14 18:00:00,EST,80.51,6.711,8.54981,61.4,0
UNCA,2019-07-14 19:00:00,EST,77.828,5.8162,7.67291,65.6,0
UNCA,2019-07-14 20:00:00,EST,71.924,2.237,0,78.4,0
UNCA,2019-07-14 21:00:00,EST,70.772,0,0,87.1,0
UNCA,2019-07-14 22:00:00,EST,70.052,0,0,90,0
UNCA,2019-07-14 23:00:00,EST,69.26,0,0,92.7,0
UNCA,2019-07-15 00:00:00,EST,68.342,0,0,93.6,0
UNCA,2019-07-15 01:00:00,EST,67.55,0,0,95.3,0
UNCA,2019-07-15 02:00:00,EST,66.992,0,0,96.2,0
UNCA,2019-07-15 03:00:00,EST,66.452,0,0,96.7,0
UNCA,2019-07-15 04:00:00,EST,66.2,0,0,97,0
UNCA,2019-07-15 05:00:00,EST,65.948,0,0,97.2,0
UNCA,2019-07-15 06:00:00,EST,65.966,0,0,97.2,0
UNCA,2019-07-15 07:00:00,EST,66.812,0,0,97.3,0
UNCA,2019-07-15 08:00:00,EST,69.926,0.6711,5.48065,96.1,0
UNCA,2019-07-15 09:00:00,EST,76.154,1.7896,3.80066,86,0
UNCA,2019-07-15 10:00:00,EST,77.9,2.9081,3.43379,76.2,0
UNCA,2019-07-15 11:00:00,EST,81.554,2.4607,3.28839,67.5,0
UNCA,2019-07-15 12:00:00,EST,83.012,1.3422,2.84994,61.5,0
UNCA,2019-07-15 13:00:00,EST,85.334,2.6844,0,60.6,0
UNCA,2019-07-15 14:00:00,EST,85.514,2.237,2.55689,55.1,0
UNCA,2019-07-15 15:00:00,EST,84.11,2.9081,4.3107,55.9,0
UNCA,2019-07-15 16:00:00,EST,77.144,0.8948,11.1805,67.9,0
UNCA,2019-07-15 17:00:00,EST,65.768,4.474,4.38452,90.5,0.25
UNCA,2019-07-15 18:00:00,EST,67.244,2.6844,3.50762,96.2,0
UNCA,2019-07-15 19:00:00,EST,67.964,0.2237,0,96,0
UNCA,2019-07-15 20:00:00,EST,65.894,0.2237,0,95.8,0
UNCA,2019-07-15 21:00:00,EST,66.2,0,0,96.5,0
UNCA,2019-07-15 22:00:00,EST,67.046,0,0,96.8,0
UNCA,2019-07-15 23:00:00,EST,65.84,0,0,96.8,0
UNCA,2019-07-16 00:00:00,EST,65.3,0,0,97,0
UNCA,2019-07-16 01:00:00,EST,65.966,0,0,97.1,0
UNCA,2019-07-16 02:00:00,EST,66.02,0,0,97.2,0
UNCA,2019-07-16 03:00:00,EST,65.84,0,0,97.3,0
UNCA,2019-07-16 04:00:00,EST,66.146,0,0,97.4,0
UNCA,2019-07-16 05:00:00,EST,65.588,0,0,97.4,0
UNCA,2019-07-16 06:00:00,EST,64.742,0,0,97.4,0
UNCA,2019-07-16 07:00:00,EST,65.84,0,0,97.5,0
UNCA,2019-07-16 08:00:00,EST,66.992,0,0,97.5,0
UNCA,2019-07-16 09:00:00,EST,73.04,0,0,94.7,0
UNCA,2019-07-16 10:00:00,EST,79.682,0.4474,0.438452,75.2,0
UNCA,2019-07-16 11:00:00,EST,84.596,0.2237,0.293047,63.7,0
UNCA,2019-07-16 12:00:00,EST,85.388,0.2237,0,57.8,0
UNCA,2019-07-16 13:00:00,EST,84.542,0.6711,8.62364,58.4,0
UNCA,2019-07-16 14:00:00,EST,83.93,4.474,10.7421,59.4,0
UNCA,2019-07-16 15:00:00,EST,85.46,2.4607,5.1876,59.3,0
UNCA,2019-07-16 16:00:00,EST,81.608,4.9214,5.9191,61.3,0
UNCA,2019-07-16 17:00:00,EST,79.718,4.0266,5.0422,65.4,0
UNCA,2019-07-16 18:00:00,EST,78.8,1.1185,0,65,0
UNCA,2019-07-16 19:00:00,EST,78.566,0.8948,4.09147,68.1,0
UNCA,2019-07-16 20:00:00,EST,75.758,0.6711,0,73.1,0
UNCA,2019-07-16 21:00:00,EST,74.246,0,0,80.2,0
