location_id,observation_datetime,observation_timezone,airtemp_degF,windspeed_avg_mph,winddgust_mph,rhavg_percent,precip_in
FRYI,2024-01-01 00:00:00,EST,30.38,4.0266,13.5048,74.2,0
FRYI,2024-01-01 01:00:00,EST,30.2,4.6977,9.07551,75.9,0
FRYI,2024-01-01 02:00:00,EST,30.38,4.474,4.73573,77.8,0
FRYI,2024-01-01 03:00:00,EST,30.74,4.474,6.92799,79.4,0
FRYI,2024-01-01 04:00:00,EST,31.1,4.9214,8.46257,78.7,0
FRYI,2024-01-01 05:00:00,EST,30.56,5.3688,17.0996,79.5,0
FRYI,2024-01-01 06:00:00,EST,30.92,6.0399,13.856,79.4,0
FRYI,2024-01-01 07:00:00,EST,30.38,6.0399,11.487,80.1,0
FRYI,2024-01-01 08:00:00,EST,28.22,6.0399,11.0933,85.3,0
FRYI,2024-01-01 09:00:00,EST,26.42,5.5925,12.4511,97.4,0
FRYI,2024-01-01 10:00:00,EST,25.7,10.5139,19.2382,100,0
FRYI,2024-01-01 11:00:00,EST,24.44,17.0012,22.7503,99.7,0
FRYI,2024-01-01 12:00:00,EST,23.54,15.659,20.4238,99.3,0
FRYI,2024-01-01 13:00:00,EST,23.9,12.9746,16.4419,95.6,0
FRYI,2024-01-01 14:00:00,EST,22.46,14.0931,19.4619,95.8,0
FRYI,2024-01-01 15:00:00,EST,21.56,15.8827,20.0883,96.5,0
FRYI,2024-01-01 16:00:00,EST,20.3,14.9879,24.8978,96.1,0
FRYI,2024-01-01 17:00:00,EST,18.5,15.659,19.1711,98.5,0
FRYI,2024-01-01 18:00:00,EST,17.96,12.0798,21.0054,99.8,0
FRYI,2024-01-01 19:00:00,EST,17.6,10.9613,20.6028,99.5,0
FRYI,2024-01-01 20:00:00,EST,17.6,11.6324,18.2763,99,0
FRYI,2024-01-01 21:00:00,EST,17.06,15.2116,32.4812,99.2,0
FRYI,2024-01-01 22:00:00,EST,17.24,21.0278,27.7612,99.1,0
FRYI,2024-01-01 23:00:00,EST,17.6,23.9359,26.2624,99,0
FRYI,2024-01-02 00:00:00,EST,17.06,24.1596,33.4431,98.7,0
FRYI,2024-01-02 01:00:00,EST,17.42,25.2781,27.6717,99,0
FRYI,2024-01-02 02:00:00,EST,17.6,24.607,24.8083,99.1,0
FRYI,2024-01-02 03:00:00,EST,17.6,20.8041,22.0121,99,0
FRYI,2024-01-02 04:00:00,EST,17.42,21.2515,25.5242,98.9,0
FRYI,2024-01-02 05:00:00,EST,17.24,21.9226,26.3071,98.7,0
FRYI,2024-01-02 06:00:00,EST,16.7,21.9226,23.0187,98.4,0
FRYI,2024-01-02 07:00:00,EST,17.06,19.6856,22.9293,98.6,0
FRYI,2024-01-02 08:00:00,EST,18.32,20.8041,25.3005,96.7,0
FRYI,2024-01-02 09:00:00,EST,19.58,22.1463,23.8464,98.2,0
FRYI,2024-01-02 10:00:00,EST,21.56,21.9226,24.2043,98.2,0
FRYI,2024-01-02 11:00:00,EST,23.9,20.133,23.0635,95.1,0
FRYI,2024-01-02 12:00:00,EST,28.22,16.5538,20.8712,78.6,0
FRYI,2024-01-02 13:00:00,EST,37.4,12.3035,9.47146,53.6,0
FRYI,2024-01-02 14:00:00,EST,40.82,5.8162,2.7627,30.6,0
FRYI,2024-01-02 15:00:00,EST,42.44,2.237,3.02442,25.2,0
